vehicle_idx,dept_name,equipmentid,vehicledescription,vehicle_type,deptid,purchasedate,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,current_age,county,solution_idx,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037
427,OIT: Electronic Services/Telecommunications,30425,2009 DODGE NITRO',ICE,10696904,8/25/2009,18475.88,6000,3368,42939,355.85,1959.18,17,479.6428235,R528,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
244,OIT: Infrastructure,30064,2008 FORD E250',ICE,10696903,5/23/2008,17353.74,8000,7575,133952,1073.35,12417.16,15,1222.605,R345,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
245,OIT: Infrastructure,30065,2008 FORD E250',ICE,10696903,5/23/2008,17069.25,8000,6554,153287,725.96,12404.52,15,1057.8156,R346,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
551,OIT: Infrastructure,30678,2010 DODGE Grand Caravan',ICE,10696903,9/9/2010,20735,7000,2108,33677,1742.55,4450.1,19,268.6035789,R652,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
552,OIT: Infrastructure,30680,2010 DODGE Grand Caravan',ICE,10696903,9/9/2010,19891,7000,10098,138642,1583.24,10380.98,19,1286.697789,R653,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
1320,OIT: Infrastructure,31686,2019 DODGE Grand Caravan',ICE,10696903,8/20/2019,22796,20685.26,3404,3404,131.51,131.51,20,412.0542,R1421,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
67,Parking Enforcement Unit,27542,2006 GMC SAVANA',ICE,10060602,7/25/2006,18339,4000,7428,114834,5294.61,12342.6,14,1284.513429,R168,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,15,Baltimore County,0,,,,,,,,,,,,,,,,
300,Parking Enforcement Unit,30138,2008 GMC VAN CARGO',ICE,10060602,10/17/2008,19874,4000,7363,137695,3029.95,15335.09,15,1188.3882,R401,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
760,Parking Enforcement Unit,31066,2014 FORD FOCUS',ICE,10060602,8/20/2014,13979,3785.98,7816,39283,1287.4,3271.81,30,630.7512,R861,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,7,Baltimore County,0,,,,,,,,,,,,,,,,
761,Parking Enforcement Unit,31067,2014 FORD FOCUS',ICE,10060602,8/20/2014,13979,3785.98,7160,38796,508.7,1965.38,30,577.812,R862,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,7,Baltimore County,0,,,,,,,,,,,,,,,,
762,Parking Enforcement Unit,31068,2014 FORD FOCUS',ICE,10060602,8/20/2014,13979,3785.98,4322,29449,343.11,2046.48,30,348.7854,R863,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,7,Baltimore County,0,,,,,,,,,,,,,,,,
763,Parking Enforcement Unit,31069,2014 FORD FOCUS',ICE,10060602,8/20/2014,13979,3785.98,9160,48356,775.87,2438.17,30,739.212,R864,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,7,Baltimore County,0,,,,,,,,,,,,,,,,
764,Parking Enforcement Unit,31070,2014 FORD FOCUS',ICE,10060602,8/20/2014,13979,3785.98,3644,29710,780.84,1989.62,30,294.0708,R865,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,7,Baltimore County,0,,,,,,,,,,,,,,,,
765,Parking Enforcement Unit,31071,2014 FORD FOCUS',ICE,10060602,8/20/2014,13979,3785.98,9160,49354,916.58,3012.63,30,739.212,R866,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,7,Baltimore County,0,,,,,,,,,,,,,,,,
119,Permits and Development Management,27799,2007 CHEVROLET SUBURBAN',ICE,10171715,3/16/2007,32540,4800,1706,109971,464.46,12305.97,16,258.139125,R220,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
123,Permits and Development Management,27820,2007 HONDA CIVIC',HEV,10171715,5/30/2007,21475,3500,6479,110388,5.93,8051.68,29,540.8847931,R224,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
177,Permits and Development Management,27910,2008 FORD ESCAPE',HEV,10171715,11/26/2007,24724,6000,11092,157156,236.32,11219.78,24,1118.9055,R278,Ford Escape,29000,39,HEV,1110.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
178,Permits and Development Management,27911,2008 FORD ESCAPE',HEV,10171715,11/26/2007,24724,6000,9369,128626,343.31,9349.18,24,945.097875,R279,Ford Escape,29000,39,HEV,1110.2,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
198,Permits and Development Management,27962,2008 FORD FOCUS',ICE,10171715,2/5/2008,11830,3800,11806,119095,1157.32,10444.83,28,1020.797357,R299,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
200,Permits and Development Management,27964,2008 FORD FOCUS',ICE,10171715,2/5/2008,11830,3800,4384,103414,823.34,6007.94,28,379.0594286,R301,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
201,Permits and Development Management,27965,2008 FORD FOCUS',ICE,10171715,2/5/2008,11830,3800,8621,132192,4560.29,10172.75,28,745.4086071,R302,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
320,Permits and Development Management,30176,2009 FORD FOCUS',ICE,10171715,3/16/2009,12421.95,5500,13758,133935,4261.7,15508.31,27,1233.634,R421,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,12,Baltimore County,14,,,,,,,,,,,,,,,,
323,Permits and Development Management,30179,2009 FORD FOCUS',ICE,10171715,3/16/2009,12421.95,5500,6726,118951,1930.96,7618.3,27,603.098,R424,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
330,Permits and Development Management,30187,2009 FORD FOCUS',ICE,10171715,3/16/2009,12421.95,5500,3120,80666,577.29,4242.96,27,279.76,R431,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
416,Permits and Development Management,30414,2009 DODGE NITRO',ICE,10171715,8/25/2009,18475.88,6000,14685,138935,1742.19,13533.79,17,2091.316765,R517,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,16,,,,,,,,,,,,,,,,
418,Permits and Development Management,30416,2009 DODGE NITRO',ICE,10171715,8/25/2009,18475.88,6000,6797,149252,744.56,11172.23,17,967.9727647,R519,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
420,Permits and Development Management,30418,2009 DODGE NITRO',ICE,10171715,8/25/2009,18475.88,6000,13363,142134,579.02,13537.72,17,1903.048412,R521,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,16,,,,,,,,,,,,,,,,
426,Permits and Development Management,30424,2009 DODGE NITRO',ICE,10171715,8/25/2009,18475.88,6000,12225,165264,546.04,14215.51,17,1740.983824,R527,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,16,,,,,,,,,,,,,,,,
432,Permits and Development Management,30430,2009 DODGE NITRO',ICE,10171715,8/25/2009,18475.88,6000,12513,128995,4943.56,13741.49,17,1781.998412,R533,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,16,,,,,,,,,,,,,,,,
769,Permits and Development Management,31075,2014 FORD FOCUS',ICE,10171715,8/20/2014,13979,3785.98,19456,105822,1941.01,6616.59,30,1570.0992,R870,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,7,Baltimore County,14,,,,,,,,,,,,,,,,
10,Police Department - Administrative/Technical Services,26875,2002 FORD TAURUS',ICE,10151502,2/26/2002,15968,2500,2912,118065,134.13,13271.02,21,335.712,R111,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,19,Baltimore County,0,,,,,,,,,,,,,,,,
19,Police Department - Administrative/Technical Services,26999,2003 CHEVROLET Astro',ICE,10151502,4/23/2003,20149,4000,3512,119606,271.16,12926.21,15,566.8368,R120,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,18,Baltimore County,0,,,,,,,,,,,,,,,,
89,Police Department - Administrative/Technical Services,27684,2007 FORD CROWN VICTORIA',ICE,10151502,3/2/2007,21011,5500,2109,111509,518.29,9018.47,18,283.6605,R190,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
96,Police Department - Administrative/Technical Services,27724,2007 FORD CROWN VICTORIA',ICE,10151502,3/28/2007,21011,5500,6928,133036,1364.52,21372.09,18,931.816,R197,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
98,Police Department - Administrative/Technical Services,27730,2007 FORD CROWN VICTORIA',ICE,10151502,3/28/2007,21011,5500,15712,175793,1825.24,15962.98,18,2113.264,R199,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,14,Baltimore County,16,,,,,,,,,,,,,,,,
103,Police Department - Administrative/Technical Services,27748,2007 FORD CROWN VICTORIA',ICE,10151502,3/28/2007,21011,5500,10584,141730,1449.24,9778.75,18,1423.548,R204,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,14,Baltimore County,16,,,,,,,,,,,,,,,,
108,Police Department - Administrative/Technical Services,27776,2007 FORD FUSION',ICE,10151502,2/20/2007,16794,4800,10040,114216,2051.16,6688.67,23,1056.81913,R209,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
134,Police Department - Administrative/Technical Services,27834,2007 CHEVROLET IMPALA',ICE,10151502,6/4/2007,16112.34,4000,4964,56862,391.67,6548.87,22,546.2656364,R235,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
146,Police Department - Administrative/Technical Services,27870,2007 CHEVROLET IMPALA',ICE,10151502,9/14/2007,15698.54,4000,5905,87302,1167.51,7865.85,22,649.8184091,R247,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
147,Police Department - Administrative/Technical Services,27872,2007 CHEVROLET MALIBU',ICE,10151502,9/27/2007,13060.56,3000,6912,92228,1416.28,5765.55,21,796.8548571,R248,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,14,Baltimore County,0,,,,,,,,,,,,,,,,
216,Police Department - Administrative/Technical Services,28073,2008 FORD CROWN VICTORIA',ICE,10151502,4/4/2008,21664,6000,4700,129371,63.31,15753.3,18,632.15,R317,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
224,Police Department - Administrative/Technical Services,30006,2008 FORD CROWN VICTORIA',ICE,10151502,3/11/2008,21734,6000,2488,136697,707.53,11697.82,18,334.636,R325,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
227,Police Department - Administrative/Technical Services,30014,2008 FORD CROWN VICTORIA',ICE,10151502,3/3/2008,21734,6000,5187,119977,899.59,9665.23,18,697.6515,R328,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
234,Police Department - Administrative/Technical Services,30034,2008 CHEVROLET SUBURBAN',ICE,10151502,2/29/2008,31718,5000,5822,192926,548.06,15708.22,16,880.941375,R335,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
236,Police Department - Administrative/Technical Services,30044,2008 FORD FUSION',ICE,10151502,3/25/2008,15994,5000,19167,124352,831.21,7603.09,23,2017.535087,R337,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,13,Baltimore County,16,,,,,,,,,,,,,,,,
260,Police Department - Administrative/Technical Services,30084,2008 CHEVROLET VAN CARGO',ICE,10151502,7/17/2008,14773,7000,18051,137050,1376.91,9033.51,15,2913.4314,R361,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,13,Baltimore County,16,,,,,,,,,,,,,,,,
261,Police Department - Administrative/Technical Services,30085,2008 CHEVROLET VAN CARGO',ICE,10151502,7/17/2008,14773,7000,13984,153885,140.48,10277.14,15,2257.0176,R362,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,13,Baltimore County,16,,,,,,,,,,,,,,,,
316,Police Department - Administrative/Technical Services,30166,2009 CHEVROLET VAN 12PSG',ICE,10151502,1/15/2009,26175,7500,1695,70476,525.05,9953.57,14,293.1139286,R417,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
317,Police Department - Administrative/Technical Services,30167,2009 CHEVROLET VAN 12PSG',ICE,10151502,1/15/2009,26175,7500,4010,46270,195.95,6474.83,14,693.4435714,R418,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
318,Police Department - Administrative/Technical Services,30168,2008 DODGE Grand Caravan',ICE,10151502,1/16/2009,12672.63,5500,23263,150829,2968.37,21701.06,19,2964.195947,R419,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,12,Baltimore County,16,,,,,,,,,,,,,,,,
382,Police Department - Administrative/Technical Services,30337,2008 FORD VAN CARGO',ICE,10151502,3/18/2009,12776.08,7000,10636,43511,417.26,4209,15,1716.6504,R483,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2,,,,,,,12,Baltimore County,14,,,,,,,,,,,,,,,,
449,Police Department - Administrative/Technical Services,30455,2009 CHEVROLET SUBURBAN',ICE,10151502,10/1/2009,31798,5500,6851,114307,1897.96,23525.41,16,1036.641938,R550,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
450,Police Department - Administrative/Technical Services,30457,2009 CHEVROLET SUBURBAN',ICE,10151502,10/1/2009,31798,5500,20730,248118,2865.47,23530.3,16,3136.708125,R551,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
521,Police Department - Administrative/Technical Services,30640,2010 CHEVROLET VAN 12PSG',ICE,10151502,7/14/2010,25494,13000,2666,37893,11.7,3050.3,14,461.0275714,R622,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
523,Police Department - Administrative/Technical Services,30642,2010 CHEVROLET VAN 12PSG',ICE,10151502,7/14/2010,25494,13000,6781,54911,645.39,5511.34,14,1172.628643,R624,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
614,Police Department - Administrative/Technical Services,30855,2011 DODGE NITRO',ICE,10151502,3/14/2011,17777,7000,24376,226228,1880.12,12238.7,18,3278.572,R715,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,10,Baltimore County,16,,,,,,,,,,,,,,,,
724,Police Department - Administrative/Technical Services,31026,2014 FORD TAURUS AWD',ICE,10151502,10/4/2013,25686,1427,11011,73955,756.71,3238.64,23,1159.027435,R825,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
725,Police Department - Administrative/Technical Services,31027,2014 FORD TAURUS AWD',ICE,10151502,10/4/2013,25686,1427,16478,81060,631.49,3960.07,23,1734.488609,R826,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,8,Baltimore County,14,,,,,,,,,,,,,,,,
814,Police Department - Administrative/Technical Services,31132,2015 FORD TAURUS AWD',ICE,10151502,3/11/2015,26574,3321.75,6556,38663,657.36,2781.91,21,755.8131429,R915,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
896,Police Department - Administrative/Technical Services,31223,2016 FORD FUSION',ICE,10151502,11/2/2015,19650,8392.19,16598,64809,1040.99,2411.93,29,1385.646828,R997,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,6,Baltimore County,15,,,,,,,,,,,,,,,,
928,Police Department - Administrative/Technical Services,31257,2016 FORD TRANSIT CONNECT',ICE,10151502,7/8/2016,24240,8416.67,21276,151926,1578.52,9424.77,22,2341.327091,R1029,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
929,Police Department - Administrative/Technical Services,31258,2016 FORD TRANSIT CONNECT',ICE,10151502,7/8/2016,24240,8416.67,27109,122198,1347.26,5664.8,22,2983.222227,R1030,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
930,Police Department - Administrative/Technical Services,31259,2016 FORD TRANSIT CONNECT',ICE,10151502,7/12/2016,24240,8416.67,31956,98575,3608.52,6903.53,22,3516.612545,R1031,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
931,Police Department - Administrative/Technical Services,31260,2016 FORD TRANSIT CONNECT',ICE,10151502,7/12/2016,24240,8416.67,30001,106441,1133.61,5481.65,22,3301.473682,R1032,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
996,Police Department - Administrative/Technical Services,31336,2016 FORD TAURUS AWD',ICE,10151502,11/2/2016,26540,10689.72,24668,81281,1847.08,3555.17,19,3143.222526,R1097,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
1005,Police Department - Administrative/Technical Services,31345,2016 FORD TAURUS AWD',ICE,10151502,11/2/2016,26540,10689.72,10906,59920,1062.8,1992.17,19,1389.654,R1106,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
1017,Police Department - Administrative/Technical Services,31357,2016 FORD TAURUS AWD',ICE,10151502,11/4/2016,26540,10689.72,19212,69844,580.97,2256.5,19,2448.013263,R1118,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
1065,Police Department - Administrative/Technical Services,31406,2017 CHEVROLET IMPALA',ICE,10151502,2/21/2017,20969,9319.56,9929,24706,185.51,352.52,25,961.52436,R1166,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1096,Police Department - Administrative/Technical Services,31440,2016 DODGE Grand Caravan',ICE,10151502,4/27/2017,17922.71,9814.82,5212,22391,405.49,1548.72,20,630.9126,R1197,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1185,Police Department - Administrative/Technical Services,31539,2018 FORD TRANSIT',ICE,10151502,12/19/2017,25590,14927.5,4774,10665,128.27,440.06,22,525.357,R1286,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1210,Police Department - Administrative/Technical Services,31565,2018 FORD TAURUS AWD',ICE,10151502,5/30/2018,27424,17901.78,5637,13269,46.88,904.44,21,649.8655714,R1311,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1326,Police Department - Administrative/Technical Services,31692,2019 DODGE Grand Caravan',ICE,10151502,8/14/2019,22796,19629.89,3801,3801,26.35,26.35,20,460.11105,R1427,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1429,Police Department - Administrative/Technical Services,31803,2020 FORD FUSION (HYBRID)',HEV,10151502,12/30/2019,24095,22087.08,2178,2178,202.38,202.38,42,125.5461429,R1530,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1430,Police Department - Administrative/Technical Services,31804,2020 FORD FUSION (HYBRID)',HEV,10151502,12/18/2019,24095,22087.08,3951,3951,178.45,178.45,42,227.7469286,R1531,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1440,Police Department - Administrative/Technical Services,31814,2020 FORD FUSION (HYBRID)',HEV,10151502,12/17/2019,24095,22087.08,4259,4259,178.45,178.45,42,245.5009286,R1541,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1442,Police Department - Administrative/Technical Services,31816,2020 FORD FUSION (HYBRID)',HEV,10151502,12/11/2019,24095,22087.08,6073,6073,271.52,271.52,42,350.0650714,R1543,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1445,Police Department - Administrative/Technical Services,31819,2020 FORD FUSION (HYBRID)',HEV,10151502,12/17/2019,24095,22087.08,6238,6238,188.66,188.66,42,359.5761429,R1546,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1446,Police Department - Administrative/Technical Services,31820,2020 FORD FUSION (HYBRID)',HEV,10151502,12/16/2019,24095,22087.08,2299,2299,195.79,195.79,42,132.5209286,R1547,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1448,Police Department - Administrative/Technical Services,31822,2020 FORD FUSION (HYBRID)',HEV,10151502,1/14/2020,24095,22421.74,3484,3484,234.58,234.58,42,200.8277143,R1549,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,1,Baltimore County,0,,,,,,,,,,,,,,,,
54,Police Department - Community Resources,27495,2006 CHEVROLET SUBURBAN',ICE,10151508,3/10/2006,30740,4500,3617,133299,904.43,20284.33,14,625.4826429,R155,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,15,Baltimore County,0,,,,,,,,,,,,,,,,
69,Police Department - Community Resources,27566,2005 Toyota PRIUS',HEV,10151508,10/6/2006,22577.96,4500,4119,64821,267.36,5519.4,46,216.7847609,R170,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,15,Baltimore County,0,,,,,,,,,,,,,,,,
197,Police Department - Community Resources,27957,2008 CHEVROLET IMPALA',ICE,10151508,2/11/2008,15990,4300,11676,78387,2265.68,8194.65,22,1284.890727,R298,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,13,Baltimore County,0,,,,,,,,,,,,,,,,
355,Police Department - Community Resources,30228,2009 FORD CROWN VICTORIA',ICE,10151508,4/29/2009,22352,6000,18085,162969,3883.3,16469.32,19,2304.409737,R456,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,12,Baltimore County,16,,,,,,,,,,,,,,,,
371,Police Department - Community Resources,30278,2009 FORD CROWN VICTORIA',ICE,10151508,5/26/2009,22287,6000,5322,107570,1883.68,17253.4,19,678.1348421,R472,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,12,Baltimore County,0,,,,,,,,,,,,,,,,
396,Police Department - Community Resources,30372,2010 FORD FUSION',ICE,10151508,5/29/2009,16649,6000,13967,127437,736.93,8846.94,25,1352.56428,R497,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,12,Baltimore County,14,,,,,,,,,,,,,,,,
463,Police Department - Community Resources,30482,2010 FORD CROWN VICTORIA',ICE,10151508,2/4/2010,22272,6000,21622,142912,1492.28,17633.17,19,2755.098,R564,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,11,Baltimore County,16,,,,,,,,,,,,,,,,
488,Police Department - Community Resources,30583,2010 FORD CROWN VICTORIA',ICE,10151508,3/4/2010,22272,6000,6939,70787,305.51,6316.69,19,884.1746842,R589,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,11,Baltimore County,0,,,,,,,,,,,,,,,,
590,Police Department - Community Resources,30827,2011 FORD CROWN VICTORIA',ICE,10151508,4/14/2011,22335,6500,23207,207664,4200.45,19851.85,19,2957.060368,R691,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175,,,,,,,10,Baltimore County,16,,,,,,,,,,,,,,,,
718,Police Department - Community Resources,31020,2014 FORD TAURUS AWD',ICE,10151508,9/24/2013,25686,1427,15455,77289,1078.09,4218.61,23,1626.806739,R819,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,8,Baltimore County,14,,,,,,,,,,,,,,,,
720,Police Department - Community Resources,31022,2014 FORD TAURUS AWD',ICE,10151508,9/19/2013,25686,1427,38134,221294,6425.51,21916.44,23,4014.018,R821,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,8,Baltimore County,16,,,,,,,,,,,,,,,,
723,Police Department - Community Resources,31025,2014 FORD TAURUS AWD',ICE,10151508,9/24/2013,25686,1427,11031,67807,1130.98,2676.3,23,1161.132652,R824,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,8,Baltimore County,0,,,,,,,,,,,,,,,,
911,Police Department - Community Resources,31240,2012 CHEVROLET MALIBU',ICE,10151508,3/28/2016,11896.95,3469.94,24413,98222,3828.65,7893.54,26,2273.225885,R1012,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
992,Police Department - Community Resources,31332,2016 FORD TAURUS AWD',ICE,10151508,11/15/2016,26540,10689.72,14174,37814,593.6,1375.33,19,1806.066,R1093,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
