vehicle_idx,dept_name,equipmentid,vehicledescription,vehicle_type,deptid,purchasedate,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,current_age,county,solution_idx,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037
843,Police Department - Investigative Services,31168,2015 Chrysler 200',ICE,10151503,4/17/2015,17612.36,2446.16,11237,56815,398.22,2647.26,23,1182.816391,R944,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
880,Police Department - Investigative Services,31205,2014 JEEP PATRIOT',ICE,10151503,5/29/2015,16215.79,2477.41,20716,86180,318.77,3952.24,24,2089.7265,R981,Ford Escape,29000,39,HEV,1110.2,,,,,,,6,Baltimore County,14,,,,,,,,,,,,,,,,
881,Police Department - Investigative Services,31206,2015 CHEVROLET MALIBU',ICE,10151503,5/29/2015,18698.59,2856.73,19567,112498,1474.29,5230.72,29,1633.507138,R982,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,6,Baltimore County,15,,,,,,,,,,,,,,,,
886,Police Department - Investigative Services,31213,2015 CHEVROLET MALIBU',ICE,10151503,9/3/2015,17948.58,3739.29,11652,70331,889.7,4263.51,29,972.7411034,R987,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,6,Baltimore County,0,,,,,,,,,,,,,,,,
902,Police Department - Investigative Services,31230,2015 CHEVROLET IMPALA',ICE,10151503,12/18/2015,23959,5989.75,19682,89459,728.45,4938.05,29,1643.107655,R1003,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,6,Baltimore County,15,,,,,,,,,,,,,,,,
903,Police Department - Investigative Services,31231,2015 DODGE JOURNEY',ICE,10151503,12/23/2015,19377.87,4844.47,15247,88793,2249.5,7345.99,19,1942.788789,R1004,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,6,Baltimore County,15,,,,,,,,,,,,,,,,
915,Police Department - Investigative Services,31244,2015 DODGE JOURNEY',ICE,10151503,5/16/2016,18900,6037.5,21546,93993,2230.23,5672.04,19,2745.414,R1016,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
935,Police Department - Investigative Services,31265,2015 DODGE JOURNEY',ICE,10151503,10/11/2016,16388,6373.11,19388,80412,5105.48,7827.09,19,2470.439368,R1036,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
936,Police Department - Investigative Services,31266,2013 CHEVROLET IMPALA',ICE,10151503,10/11/2016,11845.03,4606.4,9172,46589,361.23,2971.26,22,1009.336909,R1037,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,5,Baltimore County,0,,,,,,,,,,,,,,,,
937,Police Department - Investigative Services,31267,2013 CHEVROLET MALIBU',ICE,10151503,10/11/2016,13370.91,5199.8,16593,66049,924.01,3173.96,26,1545.063577,R1038,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
939,Police Department - Investigative Services,31269,2016 GMC CANYON',ICE,10151503,11/7/2016,31530,12699.58,17481,71634,1216.42,4379.64,22,1923.704591,R1040,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4,,,,,,,5,Baltimore County,0,,,,,,,,,,,,,,,,
993,Police Department - Investigative Services,31333,2016 FORD TAURUS AWD',ICE,10151503,11/4/2016,26540,10689.72,12968,28498,804.18,2055.46,19,1652.396211,R1094,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
1008,Police Department - Investigative Services,31348,2016 FORD TAURUS AWD',ICE,10151503,12/5/2016,26540,11058.33,17200,48474,1238.08,2605.99,19,2191.642105,R1109,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
1035,Police Department - Investigative Services,31375,2016 CHEVROLET IMPALA',ICE,10151503,11/19/2016,22552,9083.44,18195,83925,3685.28,9798.29,21,2097.623571,R1136,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,5,Baltimore County,15,,,,,,,,,,,,,,,,
1037,Police Department - Investigative Services,31378,2017 CHEVROLET IMPALA',ICE,10151503,1/16/2017,20969,9028.32,11406,35358,705.31,1143.82,25,1104.55704,R1138,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1039,Police Department - Investigative Services,31380,2017 CHEVROLET IMPALA',ICE,10151503,1/18/2017,20969,9028.32,17095,43603,1419.15,2185.73,25,1655.4798,R1140,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1040,Police Department - Investigative Services,31381,2017 CHEVROLET IMPALA',ICE,10151503,1/18/2017,20969,9028.32,13152,29147,221.26,508.37,25,1273.63968,R1141,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1042,Police Department - Investigative Services,31383,2017 CHEVROLET IMPALA',ICE,10151503,2/21/2017,20969,9319.56,16358,56805,1597.9,3409.73,25,1584.10872,R1143,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1043,Police Department - Investigative Services,31384,2017 CHEVROLET IMPALA',ICE,10151503,2/21/2017,20969,9319.56,17331,43010,1031.09,1234.8,25,1678.33404,R1144,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1044,Police Department - Investigative Services,31385,2017 CHEVROLET IMPALA',ICE,10151503,2/21/2017,20969,9319.56,9644,31919,165.65,513.67,25,933.92496,R1145,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1045,Police Department - Investigative Services,31386,2017 CHEVROLET IMPALA',ICE,10151503,1/11/2017,20969,9028.32,20297,81004,1688.52,4534.2,25,1965.56148,R1146,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1046,Police Department - Investigative Services,31387,2017 CHEVROLET IMPALA',ICE,10151503,1/11/2017,20969,9028.32,16583,44571,996.57,2372.52,25,1605.89772,R1147,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1047,Police Department - Investigative Services,31388,2017 CHEVROLET IMPALA',ICE,10151503,1/16/2017,20969,9028.32,13274,32382,708.12,908.42,25,1285.45416,R1148,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1049,Police Department - Investigative Services,31390,2017 CHEVROLET IMPALA',ICE,10151503,1/18/2017,20969,9028.32,14446,45325,673.87,2256.29,25,1398.95064,R1150,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1050,Police Department - Investigative Services,31391,2017 CHEVROLET IMPALA',ICE,10151503,1/18/2017,20969,9028.32,14213,34750,920.92,1432.06,25,1376.38692,R1151,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1051,Police Department - Investigative Services,31392,2017 CHEVROLET IMPALA',ICE,10151503,1/18/2017,20969,9028.32,19389,61084,438.27,1578.5,25,1877.63076,R1152,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1052,Police Department - Investigative Services,31393,2017 CHEVROLET IMPALA',ICE,10151503,1/18/2017,20969,9028.32,13319,47483,954.46,1644.83,25,1289.81196,R1153,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1054,Police Department - Investigative Services,31395,2017 CHEVROLET IMPALA',ICE,10151503,1/11/2017,20969,9028.32,9433,30809,225.52,543.48,25,913.49172,R1155,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1055,Police Department - Investigative Services,31396,2017 CHEVROLET IMPALA',ICE,10151503,1/11/2017,20965,9026.6,8416,28644,268.94,565.5,25,815.00544,R1156,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1056,Police Department - Investigative Services,31397,2017 CHEVROLET IMPALA',ICE,10151503,1/11/2017,20969,9028.32,18955,77493,1183.21,4442.47,25,1835.6022,R1157,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1057,Police Department - Investigative Services,31398,2017 CHEVROLET IMPALA',ICE,10151503,1/11/2017,20969,9028.32,11697,41314,718,1120.24,25,1132.73748,R1158,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1058,Police Department - Investigative Services,31399,2017 CHEVROLET IMPALA',ICE,10151503,1/11/2017,20969,9028.32,16198,44979,1212.82,1847.02,25,1568.61432,R1159,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1059,Police Department - Investigative Services,31400,2017 CHEVROLET IMPALA',ICE,10151503,1/11/2017,20969,9028.32,17668,46718,674.07,1433.32,25,1710.96912,R1160,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1060,Police Department - Investigative Services,31401,2017 CHEVROLET IMPALA',ICE,10151503,2/2/2017,20969,9319.56,10346,33682,808.73,1876.65,25,1001.90664,R1161,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1062,Police Department - Investigative Services,31403,2017 CHEVROLET IMPALA',ICE,10151503,1/16/2017,20969,9028.32,17541,47666,789.58,1661.25,25,1698.67044,R1163,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1072,Police Department - Investigative Services,31413,2015 FORD ESCAPE',ICE,10151503,1/20/2017,19241.7,8284.62,20999,74457,4930.1,7650.56,24,2118.274125,R1173,Ford Escape,29000,39,HEV,1110.2,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1076,Police Department - Investigative Services,31419,2017 FORD FUSION',ICE,10151503,5/8/2017,18004,8751.94,23393,63808,734.04,1473.32,42,1348.439357,R1177,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1077,Police Department - Investigative Services,31420,2017 FORD FUSION',ICE,10151503,5/19/2017,18004,8751.94,15122,51114,1238.42,1822.61,42,871.6752857,R1178,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1081,Police Department - Investigative Services,31425,2017 FORD FUSION',ICE,10151503,5/19/2017,18004,8751.94,20735,71190,370.12,5261.77,42,1195.224643,R1182,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1082,Police Department - Investigative Services,31426,2017 FORD FUSION',ICE,10151503,5/8/2017,18004,8751.94,21160,53684,670.37,1681.18,42,1219.722857,R1183,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1083,Police Department - Investigative Services,31427,2017 FORD FUSION',ICE,10151503,6/2/2017,18004,9002,13332,29904,274.75,635.75,42,768.4945714,R1184,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1084,Police Department - Investigative Services,31428,2017 FORD FUSION',ICE,10151503,5/8/2017,18004,8751.94,19195,49568,840.87,1621.31,42,1106.454643,R1185,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1085,Police Department - Investigative Services,31429,2017 FORD FUSION',ICE,10151503,5/8/2017,18004,8751.94,14267,46449,443.99,1504.71,42,822.3906429,R1186,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1089,Police Department - Investigative Services,31433,2017 FORD FUSION',ICE,10151503,6/2/2017,18004,9002,20150,44497,576.6,1190.32,42,1161.503571,R1190,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1090,Police Department - Investigative Services,31434,2017 FORD FUSION',ICE,10151503,6/2/2017,18004,9002,22872,66594,608.36,1725.69,42,1318.407429,R1191,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1093,Police Department - Investigative Services,31437,2017 FORD FUSION',ICE,10151503,5/25/2017,18004,8751.94,12071,38997,233.01,1144.41,42,695.8069286,R1194,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1094,Police Department - Investigative Services,31438,2017 FORD FUSION',ICE,10151503,5/19/2017,18004,8751.94,25882,70887,895.36,2795.39,42,1491.912429,R1195,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1098,Police Department - Investigative Services,31442,2017 CHEVROLET SUBURBAN',ICE,10151503,6/6/2017,84046.28,42023.14,19877,58040,1604.79,2310.85,18,2673.4565,R1199,Chevrolet Suburban,56500,18,ICE,1092.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1150,Police Department - Investigative Services,31503,2017 FORD F250',ICE,10151503,10/4/2017,35851,19917.22,17221,54248,1161.12,1950.92,15,2779.4694,R1251,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1151,Police Department - Investigative Services,31504,2017 FORD F250',ICE,10151503,10/15/2017,35851,19917.22,13082,40629,801.8,1216.32,15,2111.4348,R1252,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1178,Police Department - Investigative Services,31532,2016 JEEP CHEROKEE',ICE,10151503,10/17/2017,21931.7,15433.42,16346,30600,1222.72,2710,22,1798.803,R1279,Ford Explorer,46000,25,HEV,1198.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1179,Police Department - Investigative Services,31533,2014 FORD FUSION',ICE,10151503,10/31/2017,17698,9832.22,12986,35490,772.88,3860.91,29,1084.107103,R1280,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1180,Police Department - Investigative Services,31534,2017 CHEVROLET MALIBU',ICE,10151503,10/17/2017,16500,9166.67,12454,38403,813.79,1758.2,46,655.4594348,R1281,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1181,Police Department - Investigative Services,31535,2017 CHEVROLET MALIBU',ICE,10151503,11/20/2017,18646.86,10618.35,16602,44072,789.81,1200.75,46,873.7704783,R1282,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,4,Baltimore County,0,,,,,,,,,,,,,,,,
1182,Police Department - Investigative Services,31536,2014 CHEVROLET EQUINOX (SUV)',ICE,10151503,11/20/2017,16965.8,9661.08,14544,47606,1638.99,3364.72,23,1530.914087,R1283,Ford Escape,29000,39,HEV,1110.2,,,,,,,4,Baltimore County,14,,,,,,,,,,,,,,,,
1193,Police Department - Investigative Services,31547,2016 FORD FUSION',ICE,10151503,3/31/2018,18517.55,11573.47,13434,31131,569.86,1703.34,29,1121.507379,R1294,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1194,Police Department - Investigative Services,31548,2017 FORD FUSION',ICE,10151503,4/17/2018,18398,11754.28,24759,49232,501.73,1146.68,42,1427.1795,R1295,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1236,Police Department - Investigative Services,31592,2016 FORD FUSION',ICE,10151503,6/14/2018,13750,9166.67,13231,24661,847.36,1517.16,29,1104.560379,R1337,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1237,Police Department - Investigative Services,31593,2018 CHEVROLET EQUINOX (SUV)',ICE,10151503,7/12/2018,22725,15465.63,15800,31332,216.67,934.05,28,1366.135714,R1338,Ford Escape,29000,39,HEV,1110.2,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1238,Police Department - Investigative Services,31594,2017 FORD FUSION',ICE,10151503,7/26/2018,13681.26,9310.86,15458,29773,432.39,946.88,42,891.0432857,R1339,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1240,Police Department - Investigative Services,31596,2015 BUICK LACROSSE',ICE,10151503,7/27/2018,38151,9301,14338,35072,1735.72,2924.4,21,1652.966571,R1341,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,3,Baltimore County,13,,,,,,,,,,,,,,,,
1241,Police Department - Investigative Services,31598,2016 FORD FUSION',ICE,10151503,8/30/2018,17750,12326.39,10754,19257,912.91,1545.36,29,897.7735862,R1342,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,3,Baltimore County,0,,,,,,,,,,,,,,,,
1297,Police Department - Investigative Services,31663,2018 Chrysler PACIFICA',ICE,10151503,11/15/2018,25400,18697.22,26641,44155,1428.62,1929.04,22,2931.720955,R1398,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,3,Baltimore County,16,,,,,,,,,,,,,,,,
1301,Police Department - Investigative Services,31667,2017 CHEVROLET EQUINOX (SUV)',ICE,10151503,1/24/2019,16350,12489.58,13216,19036,539.85,547.63,23,1391.127652,R1402,Ford Escape,29000,39,HEV,1110.2,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1304,Police Department - Investigative Services,31670,2015 Toyota Camry',ICE,10151503,2/7/2019,16850,13105.56,19349,27047,260,284.07,28,1672.997464,R1405,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1306,Police Department - Investigative Services,31672,2018 CHEVROLET EQUINOX (SUV)',ICE,10151503,4/9/2019,19603.77,15791.93,16630,16630,701.69,701.69,28,1437.901071,R1407,Ford Escape,29000,39,HEV,1110.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1307,Police Department - Investigative Services,31673,2018 CHEVROLET EQUINOX (SUV)',ICE,10151503,4/9/2019,19603.77,15791.93,18182,18182,316.11,316.11,28,1572.093643,R1408,Ford Escape,29000,39,HEV,1110.2,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1308,Police Department - Investigative Services,31674,2019 FORD F350',ICE,10151503,5/23/2019,102720.71,84173.92,8887,10474,378.26,1407.5,12.5,1721.23416,R1409,Ford F 350 Super Duty XL,65000,13.6,ICE,1184.6,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1309,Police Department - Investigative Services,31675,2019 FORD F350',ICE,10151503,5/23/2019,102720.71,84173.92,24578,27626,540.75,1571.3,12.5,4760.26704,R1410,Ford F 350 Super Duty XL,65000,13.6,ICE,1184.6,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1310,Police Department - Investigative Services,31676,2019 FORD F350',ICE,10151503,5/23/2019,102720.71,84173.92,15856,19572,242.72,1271.96,12.5,3070.99008,R1411,Ford F 350 Super Duty XL,65000,13.6,ICE,1184.6,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1317,Police Department - Investigative Services,31683,2017 HONDA CR-V',ICE,10151503,7/26/2019,17896.85,15162.61,11418,11418,779.24,779.24,28,987.2492143,R1418,Ford Escape,29000,39,HEV,1110.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1325,Police Department - Investigative Services,31691,2019 DODGE Grand Caravan',ICE,10151503,9/6/2019,22796,19946.5,10415,10415,163.73,163.73,20,1260.73575,R1426,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1327,Police Department - Investigative Services,31693,2019 DODGE Grand Caravan',ICE,10151503,8/20/2019,22796,19629.89,21556,21556,357.3,357.3,20,2609.3538,R1428,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,16,,,,,,,,,,,,,,,,
1328,Police Department - Investigative Services,31694,2019 DODGE Grand Caravan',ICE,10151503,8/14/2019,22796,19629.89,16451,16451,243.45,243.45,20,1991.39355,R1429,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1331,Police Department - Investigative Services,31697,2019 DODGE Grand Caravan',ICE,10151503,8/30/2019,22796,19629.89,10092,10092,282.91,282.91,20,1221.6366,R1432,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1332,Police Department - Investigative Services,31698,2019 DODGE Grand Caravan',ICE,10151503,8/30/2019,22796,19629.89,15467,15467,515.88,515.88,20,1872.28035,R1433,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1333,Police Department - Investigative Services,31699,2019 DODGE Grand Caravan',ICE,10151503,8/14/2019,22796,19629.89,7051,7051,63.18,63.18,20,853.52355,R1434,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1334,Police Department - Investigative Services,31700,2019 DODGE Grand Caravan',ICE,10151503,9/6/2019,22796,19946.5,6197,6197,78.4,78.4,20,750.14685,R1435,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1336,Police Department - Investigative Services,31702,2019 DODGE Grand Caravan',ICE,10151503,8/29/2019,22796,19629.89,14616,14616,143.27,192.05,20,1769.2668,R1437,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1337,Police Department - Investigative Services,31703,2019 DODGE Grand Caravan',ICE,10151503,8/20/2019,22796,19629.89,13909,13909,99.27,99.27,20,1683.68445,R1438,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1338,Police Department - Investigative Services,31704,2019 DODGE Grand Caravan',ICE,10151503,9/6/2019,22796,19946.5,12209,12209,238.45,238.45,20,1477.89945,R1439,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1339,Police Department - Investigative Services,31705,2019 DODGE Grand Caravan',ICE,10151503,8/29/2019,22796,19629.89,7480,7480,63.87,63.87,20,905.454,R1440,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1340,Police Department - Investigative Services,31706,2019 DODGE Grand Caravan',ICE,10151503,9/6/2019,22796,19946.5,13263,13263,40.38,40.38,20,1605.48615,R1441,Chrysler Pacifica Hybrid,40000,82,HEV,984.6,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1344,Police Department - Investigative Services,31711,2017 FORD FUSION',ICE,10151503,10/18/2019,16056.18,14272.16,7242,7242,58.58,58.58,42,417.4495714,R1445,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1347,Police Department - Investigative Services,31714,2016 BUICK REGAL',ICE,10151503,10/31/2019,19577,17401.78,15237,15237,112.04,112.04,23,1603.85987,R1448,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,2,Baltimore County,12,,,,,,,,,,,,,,,,
1348,Police Department - Investigative Services,31715,2017 FORD FUSION',ICE,10151503,10/25/2019,14175,12600,13830,13830,561.32,561.32,42,797.2007143,R1449,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1351,Police Department - Investigative Services,31718,2016 HONDA CR-V',ICE,10151503,11/15/2019,19350,17468.75,4753,10786,612.1,612.1,29,396.7935517,R1452,Ford Escape,29000,39,HEV,1110.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1359,Police Department - Investigative Services,31726,2020 FORD EXPLORER AWD',ICE,10151503,1/22/2020,39186,36464.75,5088,5088,217.06,217.06,23,535.5673043,R1460,Ford Explorer,46000,25,HEV,1198.6,,,,,,,1,Baltimore County,0,,,,,,,,,,,,,,,,
1360,Police Department - Investigative Services,31727,2020 FORD EXPLORER AWD',ICE,10151503,12/13/2019,39186,35920.5,4627,4627,81.05,81.05,23,487.0420435,R1461,Ford Explorer,46000,25,HEV,1198.6,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1425,Police Department - Investigative Services,31799,2020 FORD FUSION (HYBRID)',HEV,10151503,12/24/2019,24095,22087.08,3713,3713,178.45,178.45,42,214.0279286,R1526,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1426,Police Department - Investigative Services,31800,2020 FORD FUSION (HYBRID)',HEV,10151503,12/17/2019,24095,22087.08,10887,10887,220.38,220.38,42,627.5577857,R1527,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1433,Police Department - Investigative Services,31807,2020 FORD FUSION (HYBRID)',HEV,10151503,12/27/2019,24095,22087.08,4860,4860,246.81,246.81,42,280.1442857,R1534,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1436,Police Department - Investigative Services,31810,2020 FORD FUSION (HYBRID)',HEV,10151503,12/30/2019,24095,22087.08,8431,8431,231.76,231.76,42,485.9869286,R1537,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1439,Police Department - Investigative Services,31813,2020 FORD FUSION (HYBRID)',HEV,10151503,12/30/2019,24095,22087.08,5251,5251,440.81,440.81,42,302.6826429,R1540,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1441,Police Department - Investigative Services,31815,2020 FORD FUSION (HYBRID)',HEV,10151503,12/11/2019,24095,22087.08,5913,5913,178.45,178.45,42,340.8422143,R1542,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1443,Police Department - Investigative Services,31817,2020 FORD FUSION (HYBRID)',HEV,10151503,12/18/2019,24095,22087.08,5840,5840,217.1,217.1,42,336.6342857,R1544,Chevrolet Bolt EV,31300,106,EV,777.2,,,,,,,2,Baltimore County,0,,,,,,,,,,,,,,,,
1455,Police Department - Investigative Services,31874,2018 CHEVROLET MALIBU',ICE,10151503,2/28/2020,16071,15178.17,1409,1409,44.42,44.42,46,74.15628261,R1556,Ford Fusion,36000,103,PHEV,1023.6,,,,,,,1,Baltimore County,0,,,,,,,,,,,,,,,,
